component_name;replacement_name;comment;sourec_url
flexmark-test-specs;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-test-suite;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-test-util;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-tree-iteration;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-util-ast;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-util-builder;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-util-collection;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-util-data;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-util-dependency;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-util-experimental;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-util-format;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-util-html;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-util-misc;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-util-options;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-util-sequence;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-util-visitor;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-util;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-youtrack-converter;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-formatter;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-ext-gfm-tables;flexmark-java;;https://github.com/vsch/flexmark-java
flexmark-html-parser;flexmark-java;;https://github.com/vsch/flexmark-java
spring-data-rest-core;Spring Data Rest
spring-data-rest-webmvc;Spring Data Rest
spring-data-rest-distribution;Spring Data Rest
spring-data-rest-hal-explorer;Spring Data Rest

@deck.gl/aggregation-layers;deck.gl;;https://github.com/visgl/deck.gl
@deck.gl/carto;deck.gl;;https://github.com/visgl/deck.gl
@deck.gl/core;deck.gl;;https://github.com/visgl/deck.gl
@deck.gl/extensions;deck.gl;;https://github.com/visgl/deck.gl
@deck.gl/geo-layers;deck.gl;;https://github.com/visgl/deck.gl
@deck.gl/google-maps;deck.gl;;https://github.com/visgl/deck.gl
@deck.gl/json;deck.gl;;https://github.com/visgl/deck.gl
@deck.gl/layers;deck.gl;;https://github.com/visgl/deck.gl
@deck.gl/mapbox;deck.gl;;https://github.com/visgl/deck.gl
@deck.gl/mesh-layers;deck.gl;;https://github.com/visgl/deck.gl
@deck.gl/react;deck.gl;;https://github.com/visgl/deck.gl
@deck.gl/arcgis;deck.gl;;https://github.com/visgl/deck.gl
@deck.gl/jupiter-widget;deck.gl;;https://github.com/visgl/deck.gl

@probe.gl/env;probe.gl;;https://github.com/uber-web/probe.gl
@probe.gl/log;probe.gl;;https://github.com/uber-web/probe.gl
@probe.gl/stats;probe.gl;;https://github.com/uber-web/probe.gl
@probe.gl/bench;probe.gl;;https://github.com/uber-web/probe.gl
@probe.gl/react-bench;probe.gl;;https://github.com/uber-web/probe.gl
@probe.gl/seer;probe.gl;;https://github.com/uber-web/probe.gl
@probe.gl/stats-widget;probe.gl;;https://github.com/uber-web/probe.gl
@probe.gl/test-utils;probe.gl;;https://github.com/uber-web/probe.gl
@math.gl/core;math.gl;;https://github.com/uber-web/math.gl
@math.gl/culling;math.gl;;https://github.com/uber-web/math.gl
@math.gl/geospatial;math.gl;;https://github.com/uber-web/math.gl
@math.gl/polygon;math.gl;;https://github.com/uber-web/math.gl
@math.gl/web-mercator;math.gl;;https://github.com/uber-web/math.gl
@math.gl/geoid;math.gl;;https://github.com/uber-web/math.gl
@math.gl/proj4;math.gl;;https://github.com/uber-web/math.gl
@math.gl/sun;math.gl;;https://github.com/uber-web/math.gl
@math.gl/types;math.gl;;https://github.com/uber-web/math.gl

@loaders.gl/3d-tiles;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/core;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/draco;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/gis;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/gltf;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/images;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/loader-utils;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/math;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/mvt;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/schema;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/terrain;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/textures;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/tiles;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/worker-utils;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/arrow;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/compression;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/crypto;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/csv;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/excel;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/flatgeobuf;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/geopackage;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/geotiff;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/i3s;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/json;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/kml;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/las;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/netcdf;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/obj;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/parquet;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/pcd;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/ply;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/polyfills;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/potree;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/shapefile;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/tile-converter;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/video;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/wkt;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/worker-utils;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/zarr;loaders.gl;;https://github.com/visgl/loaders.gl
@loaders.gl/zip;loaders.gl;;https://github.com/visgl/loaders.gl

@luma.gl/constants;@luma.gl;;https://github.com/visgl/luma.gl
@luma.gl/core;@luma.gl;;https://github.com/visgl/luma.gl
@luma.gl/engine;@luma.gl;;https://github.com/visgl/luma.gl
@luma.gl/experimental;@luma.gl;;https://github.com/visgl/luma.gl
@luma.gl/gltools;@luma.gl;;https://github.com/visgl/luma.gl
@luma.gl/shadertools;@luma.gl;;https://github.com/visgl/luma.gl
@luma.gl/api;@luma.gl;;https://github.com/visgl/luma.gl
@luma.gl/debug;@luma.gl;;https://github.com/visgl/luma.gl
@luma.gl/test-utils;@luma.gl;;https://github.com/visgl/luma.gl
@luma.gl/webgl;@luma.gl;;https://github.com/visgl/luma.gl
@luma.gl/webgpu;@luma.gl;;https://github.com/visgl/luma.gl

flowable-app-engine-api;Flowable;;https://github.com/flowable/flowable-engine
flowable-app-engine-rest;Flowable;;https://github.com/flowable/flowable-engine
flowable-app-engine-spring;Flowable;;https://github.com/flowable/flowable-engine
flowable-app-engine;Flowable;;https://github.com/flowable/flowable-engine
flowable-app-rest;Flowable;;https://github.com/flowable/flowable-engine
flowable-batch-service-api;Flowable;;https://github.com/flowable/flowable-engine
flowable-batch-service;Flowable;;https://github.com/flowable/flowable-engine
flowable-bpmn-converter;Flowable;;https://github.com/flowable/flowable-engine
flowable-bpmn-layout;Flowable;;https://github.com/flowable/flowable-engine
flowable-bpmn-model;Flowable;;https://github.com/flowable/flowable-engine
flowable-camel-cdi;Flowable;;https://github.com/flowable/flowable-engine
flowable-camel;Flowable;;https://github.com/flowable/flowable-engine
flowable-case-validation;Flowable;;https://github.com/flowable/flowable-engine
flowable-cdi;Flowable;;https://github.com/flowable/flowable-engine
flowable-cmmn-api;Flowable;;https://github.com/flowable/flowable-engine
flowable-cmmn-cdi;Flowable;;https://github.com/flowable/flowable-engine
flowable-cmmn-converter;Flowable;;https://github.com/flowable/flowable-engine
flowable-cmmn-engine-configurator;Flowable;;https://github.com/flowable/flowable-engine
flowable-cmmn-engine;Flowable;;https://github.com/flowable/flowable-engine
flowable-cmmn-image-generator;Flowable;;https://github.com/flowable/flowable-engine
flowable-cmmn-json-converter;Flowable;;https://github.com/flowable/flowable-engine
flowable-cmmn-model;Flowable;;https://github.com/flowable/flowable-engine
flowable-cmmn-rest;Flowable;;https://github.com/flowable/flowable-engine
flowable-cmmn-spring-configurator;Flowable;;https://github.com/flowable/flowable-engine
flowable-cmmn-spring;Flowable;;https://github.com/flowable/flowable-engine
flowable-common-rest;Flowable;;https://github.com/flowable/flowable-engine
flowable-content-api;Flowable;;https://github.com/flowable/flowable-engine
flowable-content-engine-configurator;Flowable;;https://github.com/flowable/flowable-engine
flowable-content-engine;Flowable;;https://github.com/flowable/flowable-engine
flowable-content-rest;Flowable;;https://github.com/flowable/flowable-engine
flowable-content-spring-configurator;Flowable;;https://github.com/flowable/flowable-engine
flowable-content-spring;Flowable;;https://github.com/flowable/flowable-engine
flowable-crystalball;Flowable;;https://github.com/flowable/flowable-engine
flowable-cxf;Flowable;;https://github.com/flowable/flowable-engine
flowable-dmn-api;Flowable;;https://github.com/flowable/flowable-engine
flowable-dmn-engine-configurator;Flowable;;https://github.com/flowable/flowable-engine
flowable-dmn-engine;Flowable;;https://github.com/flowable/flowable-engine
flowable-dmn-image-generator;Flowable;;https://github.com/flowable/flowable-engine
flowable-dmn-json-converter;Flowable;;https://github.com/flowable/flowable-engine
flowable-dmn-model;Flowable;;https://github.com/flowable/flowable-engine
flowable-dmn-rest;Flowable;;https://github.com/flowable/flowable-engine
flowable-dmn-spring-configurator;Flowable;;https://github.com/flowable/flowable-engine
flowable-dmn-spring;Flowable;;https://github.com/flowable/flowable-engine
flowable-dmn-xml-converter;Flowable;;https://github.com/flowable/flowable-engine
flowable-engine-common-api;Flowable;;https://github.com/flowable/flowable-engine
flowable-engine-common;Flowable;;https://github.com/flowable/flowable-engine
flowable-engine-configurator;Flowable;;https://github.com/flowable/flowable-engine
flowable-engine;Flowable;;https://github.com/flowable/flowable-engine
flowable-entitylink-service-api;Flowable;;https://github.com/flowable/flowable-engine
flowable-entitylink-service;Flowable;;https://github.com/flowable/flowable-engine
flowable-event-registry-api;Flowable;;https://github.com/flowable/flowable-engine
flowable-event-registry-configurator;Flowable;;https://github.com/flowable/flowable-engine
flowable-event-registry-integration-test;Flowable;;https://github.com/flowable/flowable-engine
flowable-event-registry-json-converter;Flowable;;https://github.com/flowable/flowable-engine
flowable-event-registry-model;Flowable;;https://github.com/flowable/flowable-engine
flowable-event-registry-rest;Flowable;;https://github.com/flowable/flowable-engine
flowable-event-registry-spring-configurator;Flowable;;https://github.com/flowable/flowable-engine
flowable-event-registry-spring;Flowable;;https://github.com/flowable/flowable-engine
flowable-event-registry;Flowable;;https://github.com/flowable/flowable-engine
flowable-eventsubscription-service-api;Flowable;;https://github.com/flowable/flowable-engine
flowable-eventsubscription-service;Flowable;;https://github.com/flowable/flowable-engine
flowable-external-job-rest;Flowable;;https://github.com/flowable/flowable-engine
flowable-form-api;Flowable;;https://github.com/flowable/flowable-engine
flowable-form-engine-configurator;Flowable;;https://github.com/flowable/flowable-engine
flowable-form-engine;Flowable;;https://github.com/flowable/flowable-engine
flowable-form-json-converter;Flowable;;https://github.com/flowable/flowable-engine
flowable-form-model;Flowable;;https://github.com/flowable/flowable-engine
flowable-form-rest;Flowable;;https://github.com/flowable/flowable-engine
flowable-form-spring-configurator;Flowable;;https://github.com/flowable/flowable-engine
flowable-form-spring;Flowable;;https://github.com/flowable/flowable-engine
flowable-groovy-script-static-engine;Flowable;;https://github.com/flowable/flowable-engine
flowable-http-common;Flowable;;https://github.com/flowable/flowable-engine
flowable-http;Flowable;;https://github.com/flowable/flowable-engine
flowable-identitylink-service-api;Flowable;;https://github.com/flowable/flowable-engine
flowable-identitylink-service;Flowable;;https://github.com/flowable/flowable-engine
flowable-idm-api;Flowable;;https://github.com/flowable/flowable-engine
flowable-idm-engine-configurator;Flowable;;https://github.com/flowable/flowable-engine
flowable-idm-engine;Flowable;;https://github.com/flowable/flowable-engine
flowable-idm-rest;Flowable;;https://github.com/flowable/flowable-engine
flowable-idm-spring-configurator;Flowable;;https://github.com/flowable/flowable-engine
flowable-idm-spring;Flowable;;https://github.com/flowable/flowable-engine
flowable-image-generator;Flowable;;https://github.com/flowable/flowable-engine
flowable-jms-spring-executor;Flowable;;https://github.com/flowable/flowable-engine
flowable-jmx;Flowable;;https://github.com/flowable/flowable-engine
flowable-job-service-api;Flowable;;https://github.com/flowable/flowable-engine
flowable-job-service;Flowable;;https://github.com/flowable/flowable-engine
flowable-job-spring-service;Flowable;;https://github.com/flowable/flowable-engine
flowable-json-converter;Flowable;;https://github.com/flowable/flowable-engine
flowable-ldap-configurator;Flowable;;https://github.com/flowable/flowable-engine
flowable-ldap;Flowable;;https://github.com/flowable/flowable-engine
flowable-mule;Flowable;;https://github.com/flowable/flowable-engine
flowable-osgi;Flowable;;https://github.com/flowable/flowable-engine
flowable-process-validation;Flowable;;https://github.com/flowable/flowable-engine
flowable-rest;Flowable;;https://github.com/flowable/flowable-engine
flowable-secure-javascript;Flowable;;https://github.com/flowable/flowable-engine
flowable-spring-boot;Flowable;;https://github.com/flowable/flowable-engine
flowable-spring-common;Flowable;;https://github.com/flowable/flowable-engine
flowable-spring-configurator;Flowable;;https://github.com/flowable/flowable-engine
flowable-spring-security;Flowable;;https://github.com/flowable/flowable-engine
flowable-spring;Flowable;;https://github.com/flowable/flowable-engine
flowable-task-service-api;Flowable;;https://github.com/flowable/flowable-engine
flowable-task-service;Flowable;;https://github.com/flowable/flowable-engine
flowable-ui;Flowable;;https://github.com/flowable/flowable-engine
flowable-variable-service-api;Flowable;;https://github.com/flowable/flowable-engine
flowable-variable-service;Flowable;;https://github.com/flowable/flowable-engine
flowable5-compatibility;Flowable;;https://github.com/flowable/flowable-engine
flowable5-engine;Flowable;;https://github.com/flowable/flowable-engine
flowable5-spring-compatibility;Flowable;;https://github.com/flowable/flowable-engine
flowable5-spring;Flowable;;https://github.com/flowable/flowable-engine

jetty-alpn;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-annotations;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-ant;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-bom;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-cdi;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-client;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-deploy;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-fcgi;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-gcloud;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-hazelcast;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-home;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-http-spi;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-http;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-http2;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-http3;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-infinispan;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-io;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-jaas;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-jaspi;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-jmx;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-jndi;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-jspc-maven-plugin;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-keystore;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-maven-plugin;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-memcached;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-nosql;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-openid;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-osgi;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-p2;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-plus;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-proxy;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-quic;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-quickstart;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-rewrite;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-runner;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-security;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-server;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-servlet;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-servlets;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-slf4j-impl;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-start;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-unixdomain-server;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-unixsocket;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-util-ajax;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-util;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-webapp;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-websocket;Eclipse Jetty;;https://github.com/eclipse/jetty.project
jetty-xml;Eclipse Jetty;;https://github.com/eclipse/jetty.project

maven-scm-api;Apache Maven SCM;;https://github.com/apache/maven-scm
maven-scm-client;Apache Maven SCM;;https://github.com/apache/maven-scm
maven-scm-managers;Apache Maven SCM;;https://github.com/apache/maven-scm
maven-scm-plugin;Apache Maven SCM;;https://github.com/apache/maven-scm
maven-scm-providers;Apache Maven SCM;;https://github.com/apache/maven-scm

netty-buffer;Netty Project;;https://github.com/netty/netty
netty-codec;Netty Project;;https://github.com/netty/netty
netty-common;Netty Project;;https://github.com/netty/netty
netty-handler;Netty Project;;https://github.com/netty/netty
netty-resolver;Netty Project;;https://github.com/netty/netty
netty-transport;Netty Project;;https://github.com/netty/netty
netty-transport-classes-epoll;Netty Project;;https://github.com/netty/netty
netty-transport-native-epoll;Netty Project;;https://github.com/netty/netty
netty-transport-native-unix-common;Netty Project;;https://github.com/netty/netty

doxia-core;Apache Maven Doxia;;https://github.com/apache/maven-doxia
doxia-modules;Apache Maven Doxia;;https://github.com/apache/maven-doxia
doxia-sink-api;Apache Maven Doxia;;https://github.com/apache/maven-doxia

tomcat-embed-core;Apache Tomcat
tomcat-embed-el;Apache Tomcat
tomcat-embed-websocket;Apache Tomcat

@simpl;???
